review,label,predicted_label
"We bought this for the 60-odd hours of road trip we had to drive over the holidays. We used it to connect to my iPad, and to his Kindle Fire. It is... well, it mostly works. We discovered after a lot of fiddling that you have to turn down the volume on the device if you don't want the music terribly distorted. Even the best we could get it to sound, the bass comes through way too hard and everything else is muffled - listening to music felt like being underwater.<br /><br />It worked all right for the podcasts, though. Not much bass in those, though the people did sound like they all had colds.",3,1
People love breaking into cars and stealing stereos its ridiculous.The alpine model I got this for it did not fit. UNLESS I shove it in very hard. It had the correct pins but the cable itself was not large enough to fit in. I had to shove this sucker in to work. And you cant pick songs from IPOD you have to put on shuffle and keep hitting next.,3,2
I though it was something other than what it was so I returned it.  It looks a little cheap to me.,3,2
I marked this as &#34;it's OK&#34; as I feel it's somewhat overpriced between the cost of the unit and shipping.  I probably wouldn't have ordered this if I did it over again as it would have been much cheaper to purchase direct from the store.,3,1
I am pleased with this product. Use it. There are no comments. Advise.<br />Happy with my choice. Working. Some times noised.,3,1
"unfortunately i sent my product to the wrong house but i was thinking no big deal, it would get it a little after christmas. well it took just under a month for them to send it back to me after it was returned. not very impressed with the turn around especially since i was able to get a different product back within a week and half from another amazon company.",3,2
"Like all portable players, leaves much to be desired. Good for the battery usiness",3,1
"Overall, the case is solid and will prevent small dents and scratches.  It is not hardend so if you intend to pack it luggage for a flight, recommend you wrap it is clothes and in center of your luggage.  In terms of space, this will only hold your GPS and possibly the power cord.  For my TomTom 540XXL, 5\\"" screen, there is no room for the power cord or mount.  If you want a case that can hold everything, this is not it.  But if all you need is a case to protect the actual GPS unit, this will work.",3,1
fm tuner very limited only plays stored stations......,3,1
So you hook up the red cable to (12+) and the black/red stripe to (12-) ? is that it ?  the power cable are very short while the antenna cable is long . if the radio  is 77&#34; away (antenna cable) why are the power cables 6 inches long ?,3,1
"This case is definitely nice and sturdy. Only issue is you can not plug in the headphones or car audio adapter while it is on. Unfortunately it looks like I wasted my money on this because there is no way to return it. My ipod is always in my car and if I can't use the case with the cord, its completely useless to me.",3,2
"It took longer than I expected to receive. The instructions were no help when I began to download songs. So I ended up erasing a song that I can not reload, because it says the song was already synchronized. The only reason I rated it three stars was the sound quality was crisp and clear.",3,2
